subclass,contents
달팽이,<br>달팽이<br>비가 오는날 학굣길에<br>얼굴을 내민 달팽이<br>친구들이 나뭇가지로<br>톡톡 건드리면<br>얼굴을 집으로 쏙<br>넣는다. 아무것도<br>못하는 겁쟁이<br>달팽이는 길을<br>떠난다.
라면,<br>라면<br>드디어 라면을<br>먹을수 있다<br>넘 오랜만 이다<br>후르릅 쩝쩝<br>아~오랜만에이<br>뜨끈뜨끈 아~<br>좋~다.<br>김치도 아삭아삭<br>이제돈내고<br>나가야지<br>얼마예요?<br>6550원입니다<br>헉 650원<br>밖에 없는데<br>여기서<br>알바해야겠다.
방울,<br>방울 물방울<br>방울 한 물방울<br>초롱 한 물방울<br>하늘에서 내려오는<br>천사처럼 물방울<br>새들 소리가 뾰로롱 뾰로롱<br>나무 소리 가살랑살랑<br>참조 은소리 지 요
나,<br>2019. 12. 13. 금<br>미세먼지종음<br><나는자라요><br>나는작아요 인형 만큼 작아요.<br>그렇지만 나는 자라요.<br>하루종일 아주 조금씩 자라요.<br>상자를 옥기는 순간 마음이 콩닥콩닥 나는 자라요.<br>그래도 키번호 5번이여도 나는 자라요.<br>글시를 일글때도 나는 자라요.<br>시험을 보때도 나는 자라요.<br>종일종일 나는 자라요.<br>태권도 품띠여도 나는자라요.<br>나는 자라요.<br>아빠가 안아도 나는 자라요
내 동생,<br>동생<br>울고 불고 난리치는 내동생<br>때론싫지만<br>왜미워할수 없냐면<br>내동생이기 때문이다<br>그리고 동생이 없으면<br>심심하기 때문이다.
"이름, 사랑","<br><이름><br>겨울아, 겨울아.<br>봄의 이름을 가진 겨울아.<br>너는 지금 어디 있니?<br>잔뜩 움츠려 어디 숨어 있니?<br>나는 너의 죽음이 두렵지 않아.<br>차디찬 바람도 이겨낼 수 있어.<br>그러니, 어서 나와 생명을 피워주렴.<br>봄아, 봄아.<br>겨울의 이름을 가진 봄아.<br>너는 지금 어디 있니?"
많다,<br>안씻는 사람 많다<br>씻으라고하면<br>죽어라고 안씻는다<br>손 좀 씻으라고하면<br>아이는 마지못해 두 손을 내밀고<br>어른은 노발대발 화를 낸다<br>세상의 모든 욕들을 들을 수 있다<br>손 씻기는게 이렇게 어려울 줄 몰랐다<br>아이보다 어른이 더 안씻는다<br>부끄러워 할 줄 알아야할텐데<br>알면서도 안한다<br>나쁘고못된 어른임을 교과서에 실어야한다<br>하나를 보면 열을 안다고<br>손도 안씻는 어른은 나쁜습관들이 잔뜩있다
표본,<br>잊은 체를 하려고 그 얼마나<br>무던히도 많은 노력을 했는지<br>압정의 핀에 눌린 나비의 표본처럼<br>꼼짝을 못하는 박제된 천체
여유,"<br>내 소원은 이것이었다<br>'의지가 너무 약해. 의지가 좀 강했더라면<br>어떤 일이든 간에 힘들어도 잘 버텨낼 텐데'<br>무엇인가를 이루어내지 못하면<br>의지가 약하다는 것을 핑계로 삼아<br>'나'를 욕되게 보이고 싶지 않았나 보다.<br>많은 사람을 만나고 끝없이<br>내가 무엇을 이루지 못하는 이유를 알기 위해<br>적지만 2년이라는 시간을 '의지'라는 단어에 매달렸다<br>'의지가 부족해서'<br>'마음에 병이 있어서'<br>가 아니었다<br>단지 내가 아프지도 않은데<br>아프게 만들었다는 것이다.<br>자꾸만 나는 나를 아픈 사람으로 만들었다.<br>'아프다'라고 하면 사람들이 이해해줬기 때문이다.<br>'아프다'라고 하면 쉴 수 있었기 때문이다.<br>무언가를 이루어야 한다는 강박은<br>다른 사람들은 악착같이 달리며 발전하고 성공하는데<br>나는 아무것도 하지 않고 멈춰있었기 때문에<br>불안해서 생겨난 것 같았다.<br>천천히 하면 되는 것이었다.<br>채찍질만 하는 게 아니라<br>당근도 주고 물도 주고<br>그렇게 다독이는 것이었다.<br>나 하나 돌보기도 힘든데<br>뭣 하러 남을 쳐다보았을까.<br>뭣 하러 계속 자책하고, 나를 괴롭혔을까.<br>빠르게 달리든, 느리게 달리든.<br>빠르게 달려야 하든, 느리게 달려야 하든.<br>적당히 쉬어주면 되는 것이었다.<br>인생은 생각보다 길다.<br>여유를 가지고 나서야<br>진짜 행복을 얻었다.<br>2년간의 시간을 날려먹은 것이 아니다.<br>나는 내 인생에서 손꼽을 만큼<br>가장 대견스럽고 알차게 보낸 시간들이었다.<br>소원 하나를 이룬 것이었다."
싫다,<br>다니는 회사의 1층에 되도 않는 크리스마스 장식을 하는 일<br>풀잎이 앙상한 가지에 조악한<br>장식끈을 조여 묶고 있는 사람들의<br>표정이 우습다
학교,"<br>나는 학교가 세상에서 제일 싫다.<br>이 세상에서 학교가 사라져버렸으면 좋겠다.<br>도대체 학교를 만든 사람은 어떤 생각으로 학교를 만들었을까?<br>자퇴하고 싶다.<br>학교가 정말 싫다.<br>공부도 싫다.<br>학교에 가면 보기 싫은 것들도 참 많다.<br>못생긴 교과서, 못생긴 책상, 못생긴 아이들, 못생긴 선생님.<br>모두다 너무너무 싫다.<br>기말고사도 너무 싫다."
겨울밤,<br>겨울은 밤이 길어 좋다<br>겨울리면 해는 잠이 많아져서<br>일찍 잠에 들고 늦잠을 자느라<br>뒤늦게 허겁지겁 아침을 맞는다<br>그럼 나는 긴긴 밤에<br>포근한 어둠 속에서 은은한 달빛을<br>이불삼아 덮고 글을 쓴다<br>밤에 쓰는 글은 특별하기 때문에<br>밤이면 나는 글을 쓴다<br>그래서 나는 겨울이 좋은가보다
단소,<br>단소로 맞은 기억이 난다<br>적당한 굵기의 그립감<br>적당한 길이의 편안함<br>단단하고 가벼운 대나무..<br>사실 이것의 정체는<br>'악기'가 아니라<br>'사랑의 매'가 아닐까..<br>학교서 음악 수행평가를 위해 구매한 '악기'는<br>집에서는 '사랑의 매'가 된다..<br>귀를 즐겁게 해줌과 동시에<br>살에 고통을 안겨주는 양날의 검..<br>단소..<br>그 특유의 공명하는 소리가 아니라<br>휘두를 때 나는 바람소리가 더 기억에 남는건 왜일까..?<br>어린시절의 나에게 물어보고싶다.
마카롱,<br>마카롱은<br>사실 가장<br>엄청난 음식이 아닐까<br>왜냐하면<br>사실 가장<br>미각과 식감을<br>춤추게 만드니까<br>꼬끄도 필링도<br>데코레이션도
필요,<br>그녀는 당신이 필요했다.<br>그녀는 사랑이 필요했다.<br>그녀는 애정이 필요했고<br>그녀는 온기가 필요했다.
당신,"<br>무슨 일로 오셨나요<br>잃어버리신 것이 있나요?<br>사실 당신은 좀 더 일찍 왔어야 했어요<br>당신이 남들에게 여기저기 끌려다니며<br>당신의 조각들을 흩뿌리고 다니는 동안<br>보세요, 당신이 찾아온 이 텅 빈 공간을<br>당신은 당신을 잃어버린 것만이 아니라<br>잊어버리기도 했다는 것을"
피하고 싶은 삶,<br>노란 가오리와<br>먼지맛 우유와<br>녹차 티백과<br>정문앞에 도착한 작가와<br>또다시 능률적인 암기와<br>두드리는 소리와<br>쓰다남은 건전지와<br>저녁 반찬과<br>이다지도 사랑스러운 오리고기와<br>창백한 잎사귀와<br>증오스러운 말투와<br>점점이 사라지는 행복과<br>틀어져버린 궤도와<br>울고싶은 밤하늘과<br>쏟아질 듯 내 앞자리에도 보이는 정물화와<br>미쳐 너에게 전하지 못했던 나날들과<br>살아남지 못한 불길과<br>번쩍이는 천둥과<br>푸른 빛깔의 깔라만시와<br>멈추지 못했던 고기완자와<br>가고 싶어지는 눈물을<br>미쳐 지워내지 못하고 멍하니 방에 앉아있는 내 모습을 추호도 보고싶지 않다
당신,"<br>어둑한 창가에 비치는 희미한 등불이<br>들려주는 자장가<br>토닥,<br>토닥.<br>절절한 나의 고백을<br>눈물에 띄우고<br>오늘도 무사히 잠든 당신의 머리맡에<br>실어 보냅니다<br>내일 하루가 어제보다, 오늘 하루보다<br>더욱 빛나는 날이 될 수만 있다면, 그런거라면<br>희망이든 꿈이든 행복이든<br>원하는 만큼 가져가도 좋아요<br>언제나 당신을 다독여 줄게요<br>토닥,<br>토닥."
사랑,<br>누군가 사랑의 맛을 물으면<br>내 사랑의 맛은<br>떫음<br>어색하고 서투름을 이겨내려다<br>마침내 눈물 한방울을 흘리고 마는<br>그런 떫음<br>결국 뱉어내지만 입안을 맴돌아<br>혀끝으로 부드러운 면만<br>슬쩍 흝어보는 떫음<br>아무래도 내 사랑은<br>이상하게 곱씹게되는 떫음<br>다시 한번 느끼고 싶은 떫음<br>시작은 새콤이었는지 시큼이었는지<br>알고싶은 떫음
잿자국,<br>재가 되어버린 인간아<br>미치도록 따듯하고<br>잔인하도록 아름다운<br>불이 되어 아무것도 남지 않았구나<br>바람에 날린 잿자국만<br>눈에 아른거린다.
손,<br>손이 무섭다<br>칼이 쥐어진 손이 무섭다<br>손이 무섭다<br>때릴곳 없는 자그만 아이를 때린 손이 무섭다<br>손이 무섭다<br>어쩌면 요리를 하고있는 요리사의 칼든 손이<br>손이 무섭다<br>어쩌면 모기를 잡아준 인자한 어머니의 손이<br>손이 무섭다<br>어쩌면 무지한 이들을 가르치는<br>백성을 그토록 사랑한 이가 만든 40자가<br>손이 무섭다<br>어쩌면 칼보다도<br>유리벽 뒤에서 글쓰는 이들의 안보이는 손이<br>검은 300자를 치는 손들이
"두루미, 백로","<br>스스로를 백로로 알고 고귀하고 당당하여라.<br>자신의 백색 털을 어둠 속에서도 밝게 빛나는 줄 알던 두루미는<br>같은 두루리를 병풍으로 보며, 지나가는 지렁이 취급 보다 못하니.<br>그 두루미들은 백로의 곁을 하나 둘씩 떠났다고 하더라.<br>그제서야 백로는 자기가 두루미 인것과<br>달빛에 비춰 물에 닿은 털이 빛나는 것을 깨달았다고 하더라."
우리,"<br>생각해보면, '우리'로 시작할 문장들이 이세상에는 참 많아요.<br>너랑 첫 만남은 아주 어릴때는 아니였더라도,<br>수많은 우연속에 찾은 '우리'의 인연은요,<br>사랑이든 우정이든 깊게사귀고 있음이<br>확고해질때, 난, 어렴풋이 행복한 상상에 빠져요.<br>그게 추억을떠올리는게 아니더라도<br>너와 함께있는 현재와 함께 있을 미래는<br>정말 영원할 뫼비우스 띠처럼<br>또 다시 행복한 상상을 하고있다고<br>너에게 말해줄거에요"
사실,<br>빛을 내리 쬐는 생각의 상자 끈적한 액체로 가득 찬 채 둥둥 떠있는 선홍빛의 쭈글한 무언가 주름 진 굴곡이 점차 팽창하며 둥글거리게 되자 두 시신경 앞에 발생한 사유의 존재와 믿을 수 없는 공간의 틈 팽창한 동그라미에게 발생한 믿을 수 없은 틈새에서 새어나오는 빛을 내리 쬐는 생각의 상자 - 끈적한 액체로 가득 찬 채 둥둥 떠있는 선홍빛의 쭈글한 무언가 - 주름진 굴곡이 점차 팽창하며 -
빠졌다,<br>공부를 하다가<br>꿈으로 빠졌다<br>기계를 고치다<br>나사가 빠졌다<br>앞에만 걷다가<br>구멍에 빠졌다<br>눈앞에 보이는<br>사랑에 빠졌다
이별,"<br>살면서 '어렵다'라는 생각을 해본 적이 드문데,<br>요즘따라 참 어려운 일들이 많다.<br>너를 놓아주기 어렵다.<br>너를 잊기가 어렵다.<br>네가 떠나가던 그 순간이 무뎌지게 놔두는 게 어렵다.<br>지금도 난 네 생각뿐인데,<br>너를 놓아주기가. 참, 어렵다. 많이 어렵다.<br>사실, 어려운 게 아니라<br>내가 너를 잊으면, 놓아주면, 무뎌지게 놔두면<br>너도 나를 잊을까, 놓을까, 무뎌지게 놔둘까<br>우리의 추억들이 사라질까<br>두려운 걸지도 모른다.<br>어쨌든, 네가 오늘도 보고싶어 미치겠다."
너,<br>사랑<br>연인<br>커플링<br>라벤더<br>4월 6일<br>...<br>전에는 의미없던 말들이<br>너의 입에서 내게 속삭이자<br>하나둘 의미를 갖기 시작한다<br>전에는 아무것도 아니었던 말들이<br>너라는 사람과 함께하게 되자<br>그 무엇보다 중요한 말들이 된다<br>너와의 추억으로 기억되는 말들은<br>다른 말들보다 더욱 특별하고 아름다워진다<br>너는 나에게 그런 사람이다
"꿈, 알람, 일상",<br>꿈을 꾼다.<br>훨훨 하늘을 날며<br>함께하는 모험으로<br>웃음 보따릴 펼쳐 놓는다.<br>꿈을 꾼다.<br>넘어진들 어떠러요.<br>금새 일어나<br>독수리처럼 달려<br>끝내는 승리를 장식한다.<br>꿈을 꾼다.<br>풍요로운 감성에<br>감각이 마비된듯<br>아픔도 슬픔도 다 지워지고<br>그저 맘껏 꿈을 펼쳐가는<br>일상의 넉넉함을 공유한다.<br>알람이 요란하다.<br>선물받은 오늘의 일상들은<br>꿈일까?<br>생존일까?
해진 곳,<br>빛바랜 추억만큼이나 해진 곳들은 나를 애석하게 만드는구나<br>그때 그 모습으로 영원히 남는다면 얼마나 좋으랴
나,<br>매일이 한숨과 지옥의 반복<br>나는 그 속에서 젖어가는 가면이야<br>하얀 것과 검은 것<br>이젠 그 경계도 불분명 해진 걸.<br>하루는 눈물과 자조의 반복<br>나는 그 속에서 춤추는 삐에로야.<br>입꼬리를 올리고 눈을 접어 웃지.<br>입 속에는 칼을 눈 속에는 얼음을 넣어두고 살아가는 걸.<br>나는 매 순간이 아파<br>상처가 나지 않아도 피가 나<br>눈물을 흘리지 않아도 울음이 넘쳐<br>나는 그 속에서 숨쉬는 붉은 바다야.
아내,"<br>지난날에는<br>그것이 나를 사로잡았었지<br>눈과 귀가 가려지고 어딘지도 모르는데<br>강한 손에 이끌렸지<br>이제는<br>젊은 날의 충동에서 벗어나자<br>타고난 본성의 미망을 씻어내자<br>그리고 이 나이에 한결같은<br>아내의 손을 잡고 걸어보자<br>푸른 하늘, 하얀 구름을 쳐다보고<br>새 잎 돋는 나무들도 찬찬히 바라보자<br>길가에 핀 키 작은 풀꽃도 음미하자<br>봄비가 갠 뒤에는<br>싱그러운 한 줄기 바람에<br>미소 지으며"
게임,<br>게임은 언제나 재미있다<br>뿅뿅뿅<br>내 캐릭터가 총을 쏘면<br>친구 캐릭터가 죽는다<br>친구들이랑 놀 때마다 게임을 한다<br>요즘은 이게 유행이다<br>뿅뿅뿅<br>너무 큰 소리로 게임을 하면<br>누나가 나와서 시끄럽다고 한다<br>하지만 누나도 시끄럽게 게임을 한다
힘,<br>힘이람 것은<br>모름지기<br>자신보단 남을 위해 쓰는것이라 하지만<br>힘이란 것은<br>그렇게 쓰는것이 아닙니다<br>힘이란 것은<br>자기자신을 위해 열심히<br>열심히 갈고닦는 것입니다<br>모든사람이 그런다면<br>남을 위해 쓸 필요가 없습니다<br>하지만 그러고 싶어도 그러지 못하는 사람들이 있어서<br>남을 위해 쓰는것입니다
해 달,<br>해야 해야<br>내 너에게 갈 수 없으니<br>그림자에게 속삭여 본다<br>너를 좋아한다고<br>달아 달아<br>내 너에게 갈 수 없으니<br>바람에게 속삭여 본다<br>너를 사랑한다고<br>우리 직접 만날 수는 없지만<br>너가지고 내가뜨는 그 중간 쯤에서<br>서로의 빛을 느낄 수 있기를
